Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50486,105729,2023-09-06 08:50:04 EET,2023-09-06,08:50:04,Native Video,"1,134",782,58,182,107,1,3,0,0,1,owned,Yes,4383,6026,0,00:00:26,https://www.facebook.com/100063303756078/posts/628129845973802,"De-aia îmi plac mie sârbii! Au organizat “Parada familiilor”, cu mesaje normale și creștine. Și, rețineți vă rog, într-o țară ce are ca prim-ministru o lesbiană declarată! 👏💪",https://www.facebook.com/cozminhoreagusa/videos/123134564190261/,,,,,,,,-2.57
Cezar Ionascu,CezarIonascuRO,100066813237286,ACTIVITY_GENERAL,RO,koji.to/@cezarionascu,2017-10-17 23:44:42,65552,152921,2023-09-05 08:14:59 EET,2023-09-05,08:14:59,Native Video,"1,105",910,38,126,23,1,4,0,0,3,owned,Yes,17305,17757,0,00:06:40,https://www.facebook.com/100066813237286/posts/642846361285799,"😲 Nu ți-a spus nimeni niciodată asta! M-a preocupat din ce în ce mai mult în ultimii ani fuziunea nereușită care a rezultat din feminizarea și slăbirea bărbaților și transformarea femeilor în purtătoare de putere și fals testosteron. Bărbaților a început să le fie frică de sexul opus și deseori să se simtă atacați și nimiciți. Reacția imediat următoare a fost să se retragă și să se abțină de la orice interacțiune naturală cu femeia, lucru care contrazice primordialitatea. În această carte mizez pe noua utilitate și pe noile valențe absolut necesare ale bărbatului, pe care le vei înțelege în amănunt. Adevărul și toate informațiile de care ai nevoie sunt în neamul tău. Relația cu mama, tradusă în adevăr, reprezintă relația ta cu orice femeie din această lume. Înțelege și vindecă relația cu mama și vei înțelege și vei vindeca relația cu femeia din viața ta. Relația cu tatăl definește relația pe care tu o ai, toată viața, cu finanțele și autoritatea. Este de la sine înțeles că în acest moment îți pui zeci de întrebări, cum ar fi „Ce e autoritatea asta? Există? E doar o ficțiune? Voi reuși să mă realizez în viață? Voi deveni vreodată bărbatul împlinit familial și profesional? Am vreo șansă să devin bărbat „întreg”, capabil, exemplu pentru familie, soție, copii, societate, respectat și admirat?”... Pe ce se sudează un cuplu? Cum stă el în picioare? Cum călătoria numită viață poate fi prosperă și armonioasă cu o femeie resursă lângă mine? Ce am eu de făcut pentru a primi maximum de rezultate favorabile? Am scris cartea din inimă, din inima unui bărbat îndrăgostit de foarte multe ori în viața lui, din inima unui bărbat pe care o femeie, astăzi, l-a făcut tatăl a cinci copii. Totuși, am ajuns la capăt! 💪Nu sunt doar supraviețuitor! Sunt un învingător! Cartea nu e filosofică, cartea este practică și foarte aplicabilă. Cartea nu e despre dezvoltare personală, e despre cadența, despre matematica în relații, rezolvată de un Bărbat. Foarte mulți oameni, citind cartea, au înțeles cum vocația, menirea și predestinarea bărbătească sunt TOTUL! Găsești link-ul in primul comentariu",https://www.facebook.com/CezarIonascuRO/videos/3969879386571981/,,,,,,,,1.51
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48100,68488,2023-09-06 12:00:26 EET,2023-09-06,12:00:26,Live Video Complete,"1,040",465,359,100,93,3,4,3,4,9,owned,Yes,6299,6509,0,02:22:37,https://www.facebook.com/100063623349419/posts/824450932748051,"06.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/824450932748051/,,,"06.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.3
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50408,105400,2023-09-04 14:09:26 EET,2023-09-04,14:09:26,Status,916,637,79,114,3,66,7,2,5,3,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/627358482717605,"Gușă: Bătălia Steinmetz-Soros este oare una de tip Mossad-CIA? Dacă-i așa, România poate avea mari probleme! (transcrierea editorialului vorbit din emisiunea “Ce-i în Gușă, și-n căpușă!”, de la GOLD FM) Autor: Cozmin Gușă Ați auzit mulți dintre voi, oricum veți auzi în zilele următoare, despre arestarea miliardarului Beny Steinmetz, un miliardar evreu, cetățean israelian, arestare care s-a petrecut în Cipru în cursul zilei de joi, deci au trecut deja 4 zile, prieteni, la cererea autorităților române. Steinmetz este condamnat în România la mulți ani de pușcărie, cinci, în urma unui dosar despre care el a afirmat în fața mai multor tribunale internaționale că este un dosar contrafăcut și care a reieșit, fiind administrat astfel, doar la presiunile rivalului său, George Soros, miliardar evreu, dar de origine americană. Beny Steinmetz este cel mai important miliardar al lumii, care a desfășurat afaceri multiple și de anvergură în diverse domenii în România, având în continuare urme importante, de la afacerile cu aur, la afacerile cu alte resurse naturale, la mega-afaceri imobiliare sau la afaceri cu petrol și gaze. În bătălia lui cu George Soros, oamenii lui din România au căzut victimă și au fost luați la pachet, de la Prințul Paul de România, cu care avea o înțelegere, până la Remus Truică, om de afaceri, Călin Popescu Tăriceanu a intrat și el pe acolo, Tal Silberstein a fost condamnat și el, este fostul consultant al lui Băsescu și al lui Adrian Năstase, cel mai ușor, deloc surprinzător, a scăpat Dan Andronic, luând doar o condamnare cu suspendare – se poate bănui motivul transparent pentru care a scăpat, el fiind și actualmente protejat de către oameni din zona Soros din serviciile secrete românești. Ce va fi vom vedea, pentru că abia vineri, pe data de 8 septembrie, peste patru zile, se va judeca cererea de extrădare din Cipru în România, iar dacă se va întâmpla acest lucru, e limpede că va fi un meci câștigat pe moment de către George Soros. Este de bănuit că Laura Codruța Kovesi, din funcția ei de procuror-șef la Uniunea Europeană, este cea care a sugerat autorităților judiciare din Cipru să acționeze prin reținerea lui Steinmetz, care a circulat în Italia și în Grecia, dar acolo nu a fost pus în funcțiune în final mandatul de arestare, pentru că s-a considerat că România nu are credibilitate în justiția ei prin deciziile pe care le ia. Mai presus de asta, Steinmetz, în mod evident, este un om susținut de către Mossad, altfel n-ar fi putut derula afacerile pe care le derulează în Africa, spre exemplu, unde exploatează multiple resurse, este un om susținut și de către Mossad, dar și de către Bibi Netanyahu, actualul prim-ministru al Israelului, care la rândul său este susținut de către Mossad, un prim-ministru care s-a opus CIA-ului, impunând niște legi ale justiției în Israel care elimină din sistemul de justiție acele prevederi care asigurau un soi de control al americanilor prin justiție asupra politicii Israelului. George Soros este un om care iarăși, în mod evident, nu și-ar fi putut derula activitățile la nivelul la care a ajuns fără protecția CIA. Deci este limpede pentru toți, dacă este să stăm strâmb și să judecăm drept, că bătălia Steinmetz-Soros da este una între Mossad și CIA. Apoi dacă e așa, fraților, iar România este în mijloc cu aceste demersuri de arestare și de aducere în țară, vom avea mari probleme, pentru că suntem departe, ca forță actuală a statului, de a ști și a putea să manageriem asemenea situații. Și ca să întăresc ceea ce am spus până acum, uitați-vă și în Ucraina, unde însuși Zelenski a fost obligat să decidă inculparea, reținerea și încarcerarea mentorului și binefăcătorului său, Kolomoisky, miliardarul Kolomoisky, pentru simplu fapt că este cetățean israelian și este bănuit că este protejat de către Mossad. Atunci cei din Statele Unite, care la rândul lor îl protejează pe Zelenski, i-au spus „nene, alegi: sau noi, sau ei”, și pentru moment Zelenski a ales CIA, dar asta nu înseamnă că Mossad-ul nu va putea să aibă o replică rapidă.",,,,,,,,,2.45
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48070,68459,2023-09-05 15:01:13 EET,2023-09-05,15:01:13,Live Video Complete,770,327,134,243,61,1,0,1,3,0,owned,Yes,3197,5510,0,00:52:41,https://www.facebook.com/100063623349419/posts/311912218088727,"05.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/311912218088727/,,,"05.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.5
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48055,68453,2023-09-04 14:59:59 EET,2023-09-04,14:59:59,Live Video Complete,650,291,84,189,80,1,1,2,0,2,owned,Yes,3282,5137,0,00:54:51,https://www.facebook.com/100063623349419/posts/2251197548565636,"04.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/2251197548565636/,,,"04.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.27
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50408,105400,2023-09-04 13:01:46 EET,2023-09-04,13:01:46,Link,536,401,32,85,1,8,4,4,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/627336882719765,"Gușă: România prinsă la mijloc în bătălia miliardarilor evrei, cei americani, respectiv cei israelieni! ",https://solidnews.ro/externe/2023/09/04/gusa-romania-prinsa-la-mijloc-in-batalia-miliardarilor-evrei-cei-americani-respectiv-cei-israelieni/?amp,https://solidnews.ro/externe/2023/09/04/gusa-romania-prinsa-la-mijloc-in-batalia-miliardarilor-evrei-cei-americani-respectiv-cei-israelieni/,,"Gușă: România prinsă la mijloc în bătălia miliardarilor evrei, cei americani, respectiv cei israelieni! - Solid News","În emisiunea „Lupta pentru România”, moderată de Nicoleta Cone la Realitatea Plus, analistul Cozmin Gușă a dezvăluit detalii explozive despre miliardarul Beny Steinmetz, condamnat în dosarul Ferma Băneasa și reținut în Cipru. Acuzațiile din dosar vizează infracțiuni comise în peri...",,,,3.06
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48100,68488,2023-09-06 15:00:30 EET,2023-09-06,15:00:30,Live Video Complete,472,222,57,146,42,0,1,1,1,2,owned,Yes,2106,3421,0,00:57:25,https://www.facebook.com/100063623349419/posts/981680829708590,"06.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/981680829708590/,,,"06.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.04
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,765906,N/A,2023-09-04 10:51:46 EET,2023-09-04,10:51:46,Photo,383,338,0,36,3,1,1,3,1,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2701209363364835,,https://www.facebook.com/photo.php?fbid=2701209336698171&set=p.2701209336698171&type=3,,,,,,,,1.07
Diana Iovanovici Șoșoacă- Oficial,DianaSosoacaOficial,100064686406556,POLITICIAN,RO,"Diana Iovanovici-Șoșoacă, Senator - Pagina oficială de Facebook",2021-02-28 15:24:10,201570,454534,2023-09-06 18:13:52 EET,2023-09-06,18:13:52,Status,236,147,14,42,20,2,5,1,2,3,,-,0,0,0,N/A,https://www.facebook.com/100064686406556/posts/704149101751297,"USR împinge România în război, iar Cătălin Drulă lovește în geopolitica internațională cu ranga de la metrou Referitor la incidentul legat de posibilitatea ca bucăți de dronă să fi ajuns pe teritoriul României, le solicit autorităților române să își păstreze calmul, echilibrul și obiectivitatea, calități care lipsesc cu desăvârșire USR-ului, partidul globalist care vrea să împingă România în război cu Rusia pentru că așa vrea Ucraina. Pe logica USR-ului iresponsabil, dacă România ar trebui să intre în război cu Rusia pentru niște bucăți de dronă doborâte de fapt de Ucraina, dronă care nu a atacat România, ci, eventual, a fost deviată tocmai de loviturile antiaeriene ale Ucrainei, atunci România ar trebui să declare război și Ucrainei ca ripostă la minele ucrainene care explodează lângă țărmul românesc al Mării Negre, acelea punând viețile românilor într-un pericol real. Este esențial pentru a păstra România în afara pericolului ca autoritățile române să nu asculte de incitatorii la război, printre care se evidențiază USR și președintele acestei formațiuni anti-naționale și anti-românești Cătălin Drulă, acesta confundând scena internațională cu metroul bucureștean unde dărâmăm chioșcurile cu ranga. Că USR merită denumirea de Uniunea Scufundați România se știe de mult, dar că un partid parlamentar vrea să arunce România într-un război care nu ne aparține și să ne distrugă astfel țara, este inacceptabil! Este USR comandat din Ucraina și este coada de topor a Kievului care ne tot presează să intrăm în război? Sau cine din afara țării îl butonează pe Cătălin Drulă pentru a avea o asemenea intervenției irațională și periculoasă pe direcția împingerii României în conflict? Senator Av. Diana IOVANOVICI-ŞOŞOACĂ Președintele Partidului S.O.S. România 06.09.2023",,,,,,,,,-10.02
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,84493,94385,2023-09-05 12:06:01 EET,2023-09-05,12:06:01,Link,210,133,27,23,1,3,1,2,20,0,,-,0,0,0,N/A,https://www.facebook.com/100063953040074/posts/740178834790545,,https://www.facebook.com/100075946841726/posts/pfbid02b4iU4QV7X3yoRjmfNjXMnohNsJFEQ1ytW1FtpeVnYZzfevu523VNnmoH8wLwEB5fl/,,,This is a re-share of a post,"Astăzi la GOLD FM la ora 16
Reîncepe isteria înțepării - medici români promovează serul 2 în 1! Bonus: Iar se închid spitalele din România! 🤬

Ipocrizie totală - măsurile dictatoriale anti-poluare au dus la și mai multă poluare! 🤪 Bonus: Google rescrie manualele de biologie! 

Jaf ca-n România - anchetă cu privire la achizițiile din plandemie în UK",,,,-2.18
